context_len,source_type,dataset_name,source_name,num_tokens,natural_prefix_start,draft_entropy_nats,target_entropy_nats,target_greedy_token_id,target_greedy_prob,draft_top1_token_id,q_top1,p_top1,alpha_top1,draft_top1_mass,target_mass_on_draft_top1,greedy_accept_top1,seq_accept_top1_expected,seq_accept_top1_empirical,greedy_gain_top1_vs_top0,seq_gain_top1_vs_top0,draft_top2_token_id,q_top2,p_top2,alpha_top2,draft_top2_mass,target_mass_on_draft_top2,greedy_accept_top2,seq_accept_top2_expected,seq_accept_top2_empirical,greedy_gain_top2_vs_top1,seq_gain_top2_vs_top1,draft_top3_token_id,q_top3,p_top3,alpha_top3,draft_top3_mass,target_mass_on_draft_top3,greedy_accept_top3,seq_accept_top3_expected,seq_accept_top3_empirical,greedy_gain_top3_vs_top2,seq_gain_top3_vs_top2,draft_top4_token_id,q_top4,p_top4,alpha_top4,draft_top4_mass,target_mass_on_draft_top4,greedy_accept_top4,seq_accept_top4_expected,seq_accept_top4_empirical,greedy_gain_top4_vs_top3,seq_gain_top4_vs_top3,draft_top5_token_id,q_top5,p_top5,alpha_top5,draft_top5_mass,target_mass_on_draft_top5,greedy_accept_top5,seq_accept_top5_expected,seq_accept_top5_empirical,greedy_gain_top5_vs_top4,seq_gain_top5_vs_top4
64,json_config,OpenAssistant/oasst1/raw_json_rows,json_row_2927#selected_3151,609,True,3.4778995513916016,2.610801935195923,29883,0.17628665268421173,29946,0.09794426709413528,0.05634460225701332,0.5752720832824707,0.09794426709413528,0.05634460225701332,0,0.5752720832824707,0,0,0.5752720832824707,29900,0.08443324267864227,0.06092303618788719,0.7215527296066284,0.18237750977277756,0.11726763844490051,0,0.8817356824874878,1,0,0.3064635992050171,29953,0.0739322155714035,0.04671131446957588,0.6318127512931824,0.25630972534418106,0.1639789529144764,0,0.9564566016197205,1,0,0.07472091913223267,29888,0.06784401834011078,0.06903485208749771,1.0,0.32415374368429184,0.2330138050019741,0,1.0,1,0,0.04354339838027954,29896,0.05940620228648186,0.03260975331068039,0.548928439617157,0.3835599459707737,0.2656235583126545,0,1.0,1,0,0.0
64,natural_language,wikitext/wikitext-103-raw-v1,article_18275#selected_1161,327,True,4.070212364196777,0.8930165767669678,29906,0.6498340368270874,940,0.23660597205162048,9.068303370440844e-06,3.832660513580777e-05,0.23660597205162048,9.068303370440844e-06,0,3.832578659057617e-05,0,0,3.832578659057617e-05,13,0.1316910684108734,9.302890248363838e-05,0.0007064177189022303,0.3682970404624939,0.00010209720585407922,0,0.0007447600364685059,0,0,0.0007064342498779297,29871,0.08910663425922394,0.015282629989087582,0.17150944471359253,0.45740367472171783,0.01538472719494166,0,0.17212647199630737,0,0,0.17138171195983887,29906,0.04882640019059181,0.6498340368270874,1.0,0.5062300749123096,0.6652187640220291,1,1.0,1,1,0.8278735280036926,0,0.042421113699674606,8.834355469389266e-11,2.08253747580045e-09,0.5486511886119843,0.6652187641103726,1,1.0,1,0,0.0
64,natural_language,wikitext/wikitext-103-raw-v1,article_1580#selected_4777,376,True,2.2610764503479004,1.1845464706420898,297,0.7417111396789551,297,0.6806286573410034,0.7417111396789551,1.0,0.6806286573410034,0.7417111396789551,1,1.0,1,1,1.0,472,0.043511129915714264,0.00010618176747811958,0.0024403356947004795,0.7241397872567177,0.7418173214464332,1,1.0,1,0,0.0,6136,0.014631446450948715,0.0018100148299708962,0.12370716780424118,0.7387712337076664,0.7436273362764041,1,1.0,1,0,0.0,373,0.012369136326014996,0.0017406742554157972,0.1407272219657898,0.7511403700336814,0.7453680105318199,1,1.0,1,0,0.0,29889,0.011350557208061218,0.00015939770673867315,0.014043161645531654,0.7624909272417426,0.7455274082385586,1,1.0,1,0,0.0
64,math,EleutherAI/hendrycks_math/algebra/train,algebra_train_923#selected_2184,277,True,5.1815290451049805,2.1998825073242188,450,0.33281898498535156,450,0.13330243527889252,0.33281898498535156,1.0,0.13330243527889252,0.33281898498535156,1,1.0,1,1,1.0,319,0.07654915004968643,0.0023318477906286716,0.030462099239230156,0.20985158532857895,0.33515083277598023,1,1.0,1,0,0.0,910,0.055568721145391464,0.03169110789895058,0.570304811000824,0.2654203064739704,0.3668419406749308,1,1.0,1,0,0.0,960,0.044303249567747116,0.002424738137051463,0.054730478674173355,0.30972355604171753,0.3692666788119823,1,1.0,1,0,0.0,887,0.03166210278868675,0.0001914097083499655,0.006045388523489237,0.3413856588304043,0.36945808852033224,1,1.0,1,0,0.0
64,json_config,OpenAssistant/oasst1/raw_json_rows,json_row_8262#selected_3736,607,True,3.3922922611236572,2.982849359512329,29941,0.08890802413225174,29881,0.1080700010061264,0.04333030804991722,0.4009466767311096,0.1080700010061264,0.04333030804991722,0,0.4009466767311096,1,0,0.4009466767311096,29900,0.07427535951137543,0.05922551080584526,0.7973776459693909,0.18234536051750183,0.10255581885576248,0,0.8786184191703796,1,0,0.47767174243927,29896,0.06977523863315582,0.052266329526901245,0.7490670084953308,0.25212059915065765,0.15482214838266373,0,0.9695413708686829,1,0,0.09092295169830322,29947,0.06923224776983261,0.048338454216718674,0.6982071995735168,0.32135284692049026,0.2031606025993824,0,0.9908077716827393,1,0,0.021266400814056396,29906,0.06658000499010086,0.04540977627038956,0.6820332407951355,0.3879328519105911,0.24857037886977196,0,0.9970771670341492,1,0,0.006269395351409912
64,chat,OpenAssistant/oasst1,path_08f98d06-f92a-4561-89fe-cf7edeb49204#selected_2308,735,True,4.422033309936523,0.022221218794584274,1283,0.9970818758010864,1283,0.13197730481624603,0.9970818758010864,1.0,0.13197730481624603,0.9970818758010864,1,1.0,1,1,1.0,4307,0.08194657415151596,2.6611371140461415e-05,0.00032474048202857375,0.213923878967762,0.9971084871722269,1,1.0,1,0,0.0,29889,0.07288479059934616,4.968690348050586e-09,6.817184328156145e-08,0.28680866956710815,0.9971084921409172,1,1.0,1,0,0.0,1492,0.04561014100909233,4.559526534109182e-09,9.996738725703835e-08,0.3324188105762005,0.9971084967004438,1,1.0,1,0,0.0,15313,0.040566492825746536,2.3106556668039957e-09,5.695970983765619e-08,0.372985303401947,0.9971084990110994,1,1.0,1,0,0.0
64,json_config,OpenAssistant/oasst1/raw_json_rows,json_row_8088#selected_2901,589,True,3.669797420501709,0.0003610352869145572,29899,0.9999701380729675,29883,0.09143240004777908,1.1118750364857988e-09,1.2160623619195121e-08,0.09143240004777908,1.1118750364857988e-09,0,0.0,0,0,0.0,29881,0.07232898473739624,1.4615322285749244e-09,2.0206728734706303e-08,0.16376138478517532,2.573407265060723e-09,0,0.0,0,0,0.0,29900,0.07120762020349503,5.4843592778297534e-08,7.701927415837417e-07,0.23496900498867035,5.741700004335826e-08,0,7.748603820800781e-07,0,0,7.748603820800781e-07,29955,0.06901679188013077,2.081627847871914e-08,3.016118057530548e-07,0.3039857968688011,7.82332785220774e-08,0,1.0728836059570312e-06,0,0,2.980232238769531e-07,29947,0.06794679164886475,2.3772937396415728e-08,3.498757905617822e-07,0.37193258851766586,1.0200621591849313e-07,0,1.430511474609375e-06,0,0,3.5762786865234375e-07
64,chat,OpenAssistant/oasst1,path_2d27316c-1ee7-4d5a-a186-53894baa1a0e#selected_3646,609,True,5.356749534606934,1.1948071718215942,11157,0.35181179642677307,9801,0.06400580704212189,2.2524462110595778e-05,0.0003519127785693854,0.06400580704212189,2.2524462110595778e-05,0,0.00035190582275390625,0,0,0.00035190582275390625,1371,0.03562459722161293,5.618581781163812e-05,0.0015771635808050632,0.09963040426373482,7.87102799222339e-05,0,0.0019285082817077637,0,0,0.0015766024589538574,367,0.034528546035289764,1.6223761122091673e-05,0.0004698651609942317,0.13415895029902458,9.493404104432557e-05,0,0.002397477626800537,0,0,0.00046896934509277344,1207,0.032947368919849396,5.7070617913268507e-05,0.0017321752384305,0.16710631921887398,0.00015200465895759407,0,0.004125475883483887,0,0,0.0017279982566833496,11157,0.02796206623315811,0.35181179642677307,1.0,0.1950683854520321,0.35196380108573067,1,1.0,1,1,0.9958745241165161
64,code,code_search_net/python,jgillick/LendingClub:lendingclub/__init__.py:LendingClub.my_notes#selected_1454,545,True,1.5116311311721802,0.06050568073987961,29896,0.9911267757415771,29900,0.5337119102478027,2.1255113097140566e-05,3.9825066778576e-05,0.5337119102478027,2.1255113097140566e-05,0,3.981590270996094e-05,0,0,3.981590270996094e-05,29896,0.22776032984256744,0.9911267757415771,1.0,0.7614722400903702,0.9911480308546743,1,1.0,1,1,0.99996018409729,29906,0.07932920008897781,0.00040420028381049633,0.005095227155834436,0.840801440179348,0.9915522311384848,1,1.0,1,0,0.0,29945,0.0414782352745533,0.00145558116491884,0.03509264811873436,0.8822796754539013,0.9930078123034036,1,1.0,1,0,0.0,29941,0.033853549510240555,0.0002650808892212808,0.007830223999917507,0.9161332249641418,0.9932728931926249,1,1.0,1,0,0.0
64,chat,OpenAssistant/oasst1,path_30096f5b-ba66-423d-a88a-dc2f0f89a6c5#selected_966,309,True,3.5755176544189453,0.9527332782745361,7395,0.5943813920021057,29889,0.19871856272220612,0.002930054906755686,0.014744746498763561,0.19871856272220612,0.002930054906755686,0,0.014744758605957031,0,0,0.014744758605957031,1951,0.06867530196905136,6.4597393247822765e-06,9.406204480910674e-05,0.2673938646912575,0.002936514646080468,0,0.014837443828582764,0,0,9.268522262573242e-05,297,0.06761059165000916,0.00037838093703612685,0.005596474278718233,0.33500445634126663,0.003314895583116595,0,0.020350873470306396,0,0,0.005513429641723633,411,0.056933823972940445,0.00020896179194096476,0.003670257516205311,0.3919382803142071,0.0035238573750575597,0,0.023946404457092285,0,0,0.0035955309867858887,29892,0.03562827408313751,4.9246533308178186e-05,0.0013822318287566304,0.4275665543973446,0.003573103908365738,0,0.025295555591583252,0,0,0.0013491511344909668
64,chat,OpenAssistant/oasst1,path_5ecd958c-ea23-44b7-9775-096ab309cf7f#selected_12,696,True,6.054466724395752,0.8815327882766724,29908,0.592180073261261,29890,0.04837312176823616,4.002704656613787e-08,8.274645892925037e-07,0.04837312176823616,4.002704656613787e-08,0,8.344650268554688e-07,0,0,8.344650268554688e-07,29898,0.040417253971099854,2.6780109692481346e-05,0.0006625910173170269,0.08879037573933601,2.6820136739047484e-05,0,0.0006633996963500977,0,0,0.0006625652313232422,29900,0.03147698938846588,2.6495044380681065e-08,8.417273988925444e-07,0.1202673651278019,2.6846631783428165e-05,0,0.0006642341613769531,0,0,8.344650268554688e-07,29883,0.024323532357811928,6.128198037913535e-07,2.5194523914251477e-05,0.14459089748561382,2.745945158721952e-05,0,0.0006894469261169434,0,0,2.5212764739990234e-05,29916,0.02080501988530159,3.8650063061140827e-07,1.857727693277411e-05,0.1653959173709154,2.7845952217830927e-05,0,0.0007080435752868652,0,0,1.8596649169921875e-05
64,math,EleutherAI/hendrycks_math/precalculus/train,precalculus_train_274#selected_2911,321,True,6.212130546569824,0.3810182809829712,5223,0.8876721262931824,29876,0.07856222987174988,6.228422777532217e-10,7.928012024649433e-09,0.07856222987174988,6.228422777532217e-10,0,0.0,0,0,0.0,29883,0.05570895969867706,2.4100648587932483e-08,4.3261709947728377e-07,0.13427118957042694,2.4723490865685704e-08,0,4.172325134277344e-07,0,0,4.172325134277344e-07,1563,0.03981339931488037,0.00021786107390653342,0.005472054239362478,0.1740845888853073,0.0002178857973973991,0,0.0054724812507629395,0,0,0.005472064018249512,1266,0.02414804697036743,0.0019417745061218739,0.08041124790906906,0.19823263585567474,0.002159660303519273,0,0.08544367551803589,0,0,0.07997119426727295,29886,0.015229983255267143,2.6055124724422285e-09,1.710778292363102e-07,0.2134626191109419,0.0021596629090317454,0,0.08544385433197021,0,0,1.7881393432617188e-07
64,math,EleutherAI/hendrycks_math/number_theory/test,number_theory_test_61#selected_3933,373,True,3.458949327468872,1.3666892051696777,1724,0.7139230966567993,13,0.3531087338924408,0.09219447523355484,0.26109373569488525,0.3531087338924408,0.09219447523355484,0,0.26109373569488525,1,0,0.26109373569488525,450,0.12395280599594116,0.016273295506834984,0.13128621876239777,0.47706153988838196,0.10846777074038982,0,0.35810190439224243,1,0,0.09700816869735718,0,0.07118011265993118,2.6589536128440727e-10,3.735528775195007e-09,0.5482416525483131,0.10846777100628519,0,0.35810190439224243,1,0,0.0,960,0.0435115285217762,0.03365251049399376,0.7734159827232361,0.5917531810700893,0.14212028150027894,0,0.854556143283844,1,0,0.49645423889160156,910,0.027657609432935715,0.0003651855804491788,0.013203801587224007,0.619410790503025,0.14248546708072812,0,0.8564765453338623,1,0,0.0019204020500183105
64,code,code_search_net/python,squdle/baseconvert:baseconvert/baseconvert.py:base#selected_3890,776,True,6.17740535736084,0.6381378769874573,30004,0.8673032522201538,29871,0.14349639415740967,0.006832146551460028,0.04761197417974472,0.14349639415740967,0.006832146551460028,0,0.04761195182800293,0,0,0.04761195182800293,376,0.03699716180562973,1.2752701117335619e-08,3.4469402976355923e-07,0.1804935559630394,0.006832159304161145,0,0.04761230945587158,0,0,3.5762786865234375e-07,450,0.01934441365301609,4.918072704640508e-07,2.5423736587981693e-05,0.1998379696160555,0.006832651111431609,0,0.047636568546295166,0,0,2.4259090423583984e-05,334,0.018314922228455544,1.6508150793015375e-06,9.013497765408829e-05,0.21815289184451103,0.006834301926510911,0,0.04772239923477173,0,0,8.58306884765625e-05,313,0.017138199880719185,1.566249738971237e-05,0.0009138939785771072,0.23529109172523022,0.006849964423900623,0,0.04859268665313721,0,0,0.0008702874183654785
64,code,code_search_net/python,umbresp/brawlstars:brawlstars/asyncclient.py:AsyncClient.get_player#selected_1965,328,True,2.1549081802368164,0.12580600380897522,4847,0.9759816527366638,4055,0.7497065663337708,0.021901797503232956,0.02921382710337639,0.7497065663337708,0.021901797503232956,0,0.02921384572982788,0,0,0.02921384572982788,2009,0.008199364878237247,0.00044057206832803786,0.05373246222734451,0.757905931212008,0.022342369571560994,0,0.08137655258178711,0,0,0.05216270685195923,8282,0.007732737343758345,1.3408475751930382e-05,0.0017339882906526327,0.7656386685557663,0.022355778047312924,0,0.08296942710876465,0,0,0.001592874526977539,10522,0.007292666472494602,3.60884200745204e-06,0.0004948590649291873,0.772931335028261,0.022359386889320376,0,0.0834231972694397,0,0,0.00045377016067504883,289,0.007151613477617502,3.8938932789278624e-07,5.444775888463482e-05,0.7800829485058784,0.02235977627864827,0,0.0834730863571167,0,0,4.988908767700195e-05
