sample_id,context_len,source_type,source_name,natural_prefix_start,original_num_tokens,draft_entropy_nats,draft_entropy_norm,target_entropy_nats,sampled_token_id,q_sample,p_sample,alpha_sampled,accepted,exact_accept_prob,q_max,p_at_q_argmax
21,64,math,math_template_862,True,265,2.664505,0.2568571,0.7659631,29883,1.9309957e-05,6.793111e-10,3.5179317e-05,0,0.5941828,0.5790908,0.7240951
22,64,math,math_template_473,True,268,4.5924277,0.44270802,0.67485034,263,0.119548485,1.878351e-05,0.00015712043,0,0.038062226,0.119548485,1.878351e-05
23,64,natural_language,natural_template_1416,True,292,4.3794236,0.4221745,1.209096,29892,0.1434055,0.16687854,1.0,1,0.25373757,0.15028767,0.007051241
24,64,chat,chat_template_623,True,273,4.1937923,0.40427974,2.2372086,674,0.13644694,0.45372218,1.0,1,0.32558966,0.30272076,0.06536488
25,64,natural_language,natural_template_78,True,292,4.354932,0.4198135,1.2971854,363,0.065398045,0.0029225596,0.04468879,0,0.27129737,0.15935229,0.22327349
26,64,json_config,json_config_template_1506,True,366,4.181683,0.4031124,1.9730314,29896,0.05061568,0.019461986,0.38450506,1,0.33631882,0.16989812,0.026394365
27,64,math,math_template_1630,True,266,2.6538315,0.2558282,0.735654,30909,0.006747782,5.645546e-05,0.0083665205,0,0.5943025,0.57960033,0.75128907
28,64,json_config,json_config_template_1613,True,271,3.9091191,0.37683737,1.2123101,29955,0.04010803,0.0058617485,0.14614901,0,0.23289517,0.14556737,0.0186286
29,64,natural_language,natural_template_974,True,291,4.7205863,0.45506245,3.1037157,363,0.012713606,1.4147476e-05,0.0011127823,0,0.11558907,0.15427959,3.0540923e-05
30,64,math,math_template_1941,True,268,4.5924277,0.44270802,0.67485034,278,0.0960599,7.922431e-06,8.247386e-05,0,0.038062226,0.119548485,1.878351e-05
31,64,chat,chat_template_1964,True,263,5.100748,0.49170986,1.4454972,31302,0.009193214,0.006650736,0.72343975,1,0.15844627,0.0689989,0.0015430949
32,64,chat,chat_template_323,True,269,1.8276451,0.17618418,0.21542759,304,0.5235456,0.95161813,1.0,1,0.5714805,0.5235456,0.95161813
33,64,json_config,json_config_template_796,True,282,4.2453957,0.40925428,0.03698607,29946,0.043302238,8.342808e-07,1.926646e-05,0,0.0025078293,0.12481069,1.6591655e-06
34,64,code,code_template_843,True,371,4.0129585,0.38684744,1.0525233,29899,0.38208008,7.426438e-05,0.00019436864,0,0.0037824018,0.38208008,7.426438e-05
35,64,math,math_template_179,True,280,1.2816969,0.12355502,0.24410139,2133,0.71543944,0.0023985559,0.0033525631,0,0.046007328,0.71543944,0.0023985559
36,64,code,code_template_677,True,375,6.283395,0.6057165,0.00045256608,333,0.004958199,2.3079548e-10,4.654825e-08,0,0.0002722945,0.07786284,8.262708e-10
37,64,chat,chat_template_873,True,273,4.0992384,0.3951648,2.5816982,3143,0.00015881764,1.5940157e-06,0.010036767,0,0.32701123,0.293385,0.038037755
38,64,chat,chat_template_1110,True,272,3.5513968,0.3423531,0.9596791,263,0.05359972,0.00091040035,0.01698517,0,0.52264655,0.24591383,0.2465813
39,64,chat,chat_template_1922,True,277,6.049834,0.5832013,2.2135448,4436,0.050764356,0.17676654,1.0,1,0.2010524,0.051162507,0.055622056
40,64,json_config,json_config_template_305,True,273,1.5205357,0.14657897,0.0071322727,29955,0.64539057,0.9994041,1.0,1,0.6459794,0.64539057,0.9994041
41,64,json_config,json_config_template_1942,True,278,4.2182484,0.40663728,0.98191637,20515,3.460048e-05,1.3589253e-12,3.9274752e-08,0,0.17984737,0.1641788,0.0003072039
42,64,math,math_template_1804,True,293,6.4687376,0.62358344,0.67568296,995,0.007977919,3.502561e-05,0.004390319,0,0.07245384,0.04792543,0.0015306125
43,64,natural_language,natural_template_1457,True,292,4.514024,0.4351499,1.0086243,541,0.011612555,0.7697891,1.0,1,0.17815164,0.15968141,0.10917931
44,64,math,math_template_673,True,268,4.5924277,0.44270802,0.67485034,3755,0.002232793,7.830132e-06,0.0035068777,0,0.038062226,0.119548485,1.878351e-05
45,64,code,code_template_625,True,404,6.5284233,0.62933713,2.6232185,8161,0.00016899774,1.758995e-07,0.0010408394,0,0.09356572,0.059350356,0.107990034
46,64,code,code_template_357,True,376,6.2967114,0.60700023,0.8733913,4390,0.068261795,0.00013041556,0.0019105205,0,0.031908732,0.068261795,0.00013041556
47,64,math,math_template_679,True,281,6.5631404,0.6326839,0.75418794,6043,0.005925055,3.8443623e-08,6.4883147e-06,0,0.0050269086,0.03279013,2.642189e-08
48,64,code,code_template_1400,True,407,5.2365417,0.5048003,0.0010425751,565,0.011431368,5.460981e-10,4.7771895e-08,0,0.041102972,0.084137715,9.2337915e-11
49,64,code,code_template_1931,True,399,2.6478925,0.25525567,0.00088233256,29900,0.0005061307,4.212458e-09,8.322866e-06,0,0.11777427,0.44079104,1.5807132e-07
50,64,chat,chat_template_972,True,261,4.8358307,0.46617195,2.0081615,29892,0.0077425926,3.7679447e-12,4.8665155e-10,0,0.116014175,0.13940196,0.002137237
51,64,natural_language,natural_template_1076,True,295,3.042583,0.29330367,2.8031754,515,0.006355784,0.013089466,1.0,1,0.5715599,0.22230552,0.15822141
52,64,json_config,json_config_template_862,True,282,4.373122,0.42156705,0.021644197,29906,0.04888251,1.5021386e-06,3.072957e-05,0,0.0011311283,0.12289062,1.8548935e-06
53,64,code,code_template_793,True,371,4.0129585,0.38684744,1.0525233,29899,0.38208008,7.426438e-05,0.00019436864,0,0.0037824018,0.38208008,7.426438e-05
54,64,code,code_template_960,True,407,5.2391777,0.5050544,0.00084845105,675,5.9577947e-06,4.970889e-12,8.3435054e-07,0,0.037731487,0.08452131,5.8237894e-11
55,64,natural_language,natural_template_1706,True,291,4.698409,0.45292458,3.2977977,2833,0.00044535816,0.00022360995,0.50209016,0,0.11836678,0.17010842,1.772094e-05
56,64,json_config,json_config_template_1973,True,274,1.021162,0.098439574,0.0042062616,29899,0.8825904,0.9995921,1.0,1,0.8829981,0.8825904,0.9995921
57,64,chat,chat_template_1064,True,260,1.8508954,0.1784255,0.03215579,30651,0.71862507,0.0022487738,0.0031292727,0,0.04198226,0.71862507,0.0022487738
58,64,code,code_template_1124,True,360,6.8785563,0.6630898,0.06716207,363,0.03843358,2.35301e-08,6.122276e-07,0,0.01553438,0.03843358,2.35301e-08
59,64,code,code_template_1634,True,360,6.8785563,0.6630898,0.06716207,1661,0.0056681857,1.9734134e-09,3.481561e-07,0,0.01553438,0.03843358,2.35301e-08
60,64,natural_language,natural_template_1232,True,292,4.31481,0.41594577,0.9362862,470,0.10469475,0.025708312,0.24555494,0,0.19816542,0.12928075,0.10010198
61,64,code,code_template_1487,True,376,6.2967114,0.60700023,0.8733913,1404,0.00095300603,4.265907e-07,0.00044762646,0,0.031908732,0.068261795,0.00013041556
62,64,natural_language,natural_template_1495,True,381,4.0695877,0.39230648,3.0238013,30767,0.2880985,0.07002698,0.24306609,1,0.30704916,0.2880985,0.07002698
63,64,math,math_template_987,True,280,1.2963879,0.124971226,0.32694298,2133,0.71254194,0.004010683,0.0056286976,0,0.05702518,0.71254194,0.004010683
64,64,chat,chat_template_1423,True,272,3.5681446,0.34396756,0.98607016,263,0.060923122,0.00090772664,0.014899543,0,0.52108085,0.2447501,0.3107925
65,64,chat,chat_template_1347,True,273,4.1603146,0.4010525,2.861051,29892,0.0055552376,0.0008539385,0.15371773,0,0.38066995,0.3104984,0.095665134
66,64,json_config,json_config_template_1102,True,281,1.9940279,0.19222341,0.37468296,29871,0.7943173,0.9559879,1.0,1,0.8023937,0.7943173,0.9559879
67,64,math,math_template_59,True,281,6.5695214,0.633299,0.736106,697,0.012236315,2.2747067e-06,0.00018589802,0,0.004856579,0.031614847,2.4492243e-08
68,64,chat,chat_template_1312,True,258,2.6111753,0.25171614,0.10745058,30705,0.49287957,1.9185716e-05,3.892577e-05,0,0.030991726,0.49287957,1.9185716e-05
69,64,code,code_template_467,True,376,6.3034086,0.6076458,1.0277463,6024,0.0036610453,0.00022902752,0.06255796,0,0.024832098,0.06464058,4.953067e-05
70,64,code,code_template_552,True,376,6.2781076,0.60520685,1.2936037,14313,6.0519542e-05,8.357184e-08,0.0013809067,0,0.012351751,0.07923809,3.431318e-05
71,64,code,code_template_122,True,376,6.2781076,0.60520685,1.2936037,2794,0.00013032823,3.0445587e-08,0.000233607,0,0.012351751,0.07923809,3.431318e-05
72,64,math,math_template_1402,True,265,2.664505,0.2568571,0.7659631,30780,0.5790908,0.7240951,1.0,1,0.5941828,0.5790908,0.7240951
73,64,math,math_template_1678,True,265,2.6231165,0.25286728,0.7794229,31043,0.006822001,0.002955922,0.4332925,1,0.6010359,0.5859754,0.71207666
74,64,code,code_template_396,True,399,2.6478925,0.25525567,0.00088233256,467,0.06500787,1.4448888e-07,2.2226366e-06,0,0.11777427,0.44079104,1.5807132e-07
75,64,json_config,json_config_template_1353,True,367,2.983306,0.28758937,1.0990181,29933,0.4547047,0.7962909,1.0,1,0.55694175,0.4547047,0.7962909
76,64,json_config,json_config_template_1597,True,277,1.7572234,0.16939557,0.49279463,29898,0.00088387553,7.676533e-06,0.008685083,0,0.83069116,0.8210183,0.9394142
77,64,math,math_template_850,True,268,5.268018,0.5078346,2.5989828,30177,1.9570287e-05,1.415535e-06,0.072330825,0,0.16558155,0.05676463,0.0012806521
78,64,natural_language,natural_template_1526,True,292,4.4362936,0.42765674,1.0335386,470,0.08704823,0.009465019,0.10873304,0,0.21054724,0.13802017,0.006207311
79,64,natural_language,natural_template_1328,True,292,4.3510456,0.4194389,0.94466376,470,0.10398251,0.03011052,0.28957292,0,0.20024799,0.13351618,0.09274693
80,64,code,code_template_1120,True,403,6.619251,0.6380929,0.632771,11921,3.169259e-05,3.2858766e-10,1.0367965e-05,0,0.037970923,0.05841032,3.691355e-09
81,64,json_config,json_config_template_938,True,273,1.5630741,0.15067966,0.019914798,29955,0.6309862,0.9982102,1.0,1,0.6326391,0.6309862,0.9982102
82,64,natural_language,natural_template_485,True,385,1.5160098,0.14614268,1.7982769,30631,0.78470224,0.73997104,0.94299597,1,0.79511243,0.78470224,0.73997104
83,64,natural_language,natural_template_686,True,295,3.1399307,0.30268794,2.5416913,746,0.05842751,0.041534513,0.7108726,0,0.5783388,0.24986275,0.20604347
84,64,code,code_template_932,True,375,6.283395,0.6057165,0.00045256608,29918,0.055213016,9.849143e-11,1.7838444e-09,0,0.0002722945,0.07786284,8.262708e-10
85,64,chat,chat_template_25,True,278,2.8607724,0.2757772,1.4272538,278,0.45181677,0.28532523,0.6315065,0,0.36909705,0.45181677,0.28532523
86,64,natural_language,natural_template_693,True,290,3.915587,0.37746087,2.7856774,22829,0.023677628,0.001595576,0.06738749,0,0.2977766,0.21773542,0.0031731818
87,64,json_config,json_config_template_882,True,366,4.298868,0.414409,2.0201879,29928,0.0054546124,0.0010160699,0.1862772,0,0.35398385,0.15571448,0.03111896
88,64,natural_language,natural_template_99,True,291,4.8173103,0.4643866,3.2519968,967,0.015177317,4.125881e-05,0.0027184521,0,0.12881242,0.13956802,7.6781085e-05
89,64,code,code_template_526,True,399,2.6478925,0.25525567,0.00088233256,29897,0.08412644,3.0652675e-06,3.643643e-05,0,0.11777427,0.44079104,1.5807132e-07
90,64,code,code_template_1449,True,360,6.8785563,0.6630898,0.06716207,1993,0.0015345366,5.4495832e-08,3.551289e-05,0,0.01553438,0.03843358,2.35301e-08
91,64,json_config,json_config_template_1408,True,277,1.750914,0.16878735,0.41680074,29871,0.820968,0.9497154,1.0,1,0.8296356,0.820968,0.9497154
92,64,chat,chat_template_1715,True,272,3.7731678,0.3637317,1.9350733,372,0.22767007,0.336302,1.0,1,0.5018575,0.23125534,0.15885784
93,64,chat,chat_template_334,True,275,2.6470265,0.2551722,0.6681844,29889,0.46606216,0.8496747,1.0,1,0.59727496,0.46606216,0.8496747
94,64,code,code_template_1981,True,399,2.6478925,0.25525567,0.00088233256,29897,0.08412644,3.0652675e-06,3.643643e-05,0,0.11777427,0.44079104,1.5807132e-07
95,64,code,code_template_256,True,399,2.6478925,0.25525567,0.00088233256,876,0.11771405,0.9999367,1.0,1,0.11777427,0.44079104,1.5807132e-07
96,64,natural_language,natural_template_147,True,291,4.6108084,0.4444799,3.321701,263,0.03588746,9.6644e-05,0.002692974,0,0.120602444,0.19400577,8.815424e-06
97,64,natural_language,natural_template_176,True,289,2.9932554,0.2885485,1.0748248,297,0.08727047,0.02175444,0.24927607,0,0.13866979,0.23354787,0.0009861646
98,64,math,math_template_275,True,280,1.2976106,0.1250891,0.31466082,2133,0.7125626,0.0034688069,0.004868073,0,0.05390969,0.7125626,0.0034688069
99,64,natural_language,natural_template_174,True,292,4.199302,0.40481088,1.1259555,472,0.007858801,0.00037705124,0.047978215,0,0.2070905,0.15479515,0.0951901
100,64,code,code_template_516,True,399,2.6478925,0.25525567,0.00088233256,876,0.11771405,0.9999367,1.0,1,0.11777427,0.44079104,1.5807132e-07
101,64,natural_language,natural_template_530,True,381,4.0695877,0.39230648,3.0238013,30767,0.2880985,0.07002698,0.24306609,0,0.30704916,0.2880985,0.07002698
102,64,chat,chat_template_1533,True,273,4.0060043,0.38617706,3.2813435,338,0.31262207,0.11491552,0.36758608,1,0.35737324,0.31262207,0.11491552
103,64,json_config,json_config_template_1929,True,369,1.2549354,0.12097522,0.0108520705,11027,5.3379113e-06,1.337565e-08,0.0025057835,0,0.7310365,0.73015076,0.9990767
104,64,code,code_template_1958,True,371,4.0129585,0.38684744,1.0525233,29914,0.00979202,2.1476282e-08,2.1932433e-06,0,0.0037824018,0.38208008,7.426438e-05
105,64,json_config,json_config_template_1741,True,278,3.9184337,0.3777353,0.9660836,29906,0.05384853,0.00040004632,0.007429104,0,0.15435702,0.17518853,0.00021080961
106,64,code,code_template_1632,True,375,6.2727456,0.6046899,0.00074908265,29918,0.06083094,6.273521e-10,1.0313044e-08,0,0.0003330714,0.081219964,2.013286e-09
107,64,code,code_template_1707,True,376,6.333871,0.61058235,3.0057094,934,0.0022868698,2.0059827e-06,0.00087717397,0,0.09363294,0.06761992,5.971239e-06
108,64,natural_language,natural_template_1159,True,295,3.2447104,0.31278867,2.609651,297,0.23963782,0.250329,1.0,1,0.6514072,0.23963782,0.250329
109,64,chat,chat_template_1836,True,261,4.889263,0.4713228,2.8213463,31024,0.0035278217,9.318601e-06,0.0026414602,0,0.17504169,0.12053385,0.0007174925
110,64,math,math_template_702,True,265,2.6419086,0.25467885,0.7943638,30780,0.5828898,0.7067052,1.0,1,0.5986116,0.5828898,0.7067052
111,64,code,code_template_105,True,406,6.2377324,0.60131466,0.9713081,29898,0.013396012,1.2639785e-09,9.435484e-08,0,0.128236,0.10292695,0.5851561
112,64,math,math_template_1317,True,268,4.5924277,0.44270802,0.67485034,278,0.0960599,7.922431e-06,8.247386e-05,0,0.038062226,0.119548485,1.878351e-05
113,64,math,math_template_760,True,293,6.3547845,0.6125984,0.7360623,740,0.0035041962,6.251237e-06,0.001783929,0,0.077226855,0.061150387,0.001014979
114,64,code,code_template_811,True,399,2.6478925,0.25525567,0.00088233256,1125,0.44079104,1.5807132e-07,3.5860828e-07,0,0.11777427,0.44079104,1.5807132e-07
115,64,natural_language,natural_template_1430,True,381,4.0695877,0.39230648,3.0238013,30767,0.2880985,0.07002698,0.24306609,0,0.30704916,0.2880985,0.07002698
116,64,chat,chat_template_1023,True,277,6.2979455,0.6071192,2.0745318,6865,0.00404563,8.703742e-06,0.0021513936,0,0.12647134,0.04852175,0.021093534
117,64,natural_language,natural_template_1809,True,292,4.358775,0.42018402,0.9177098,29892,0.1741065,0.10758722,0.6179392,0,0.19259608,0.1741065,0.10758722
118,64,json_config,json_config_template_1882,True,281,1.7952712,0.17306335,0.41733536,29871,0.81734955,0.9496461,1.0,1,0.82533777,0.81734955,0.9496461
119,64,math,math_template_845,True,268,4.5924277,0.44270802,0.67485034,658,0.0001050428,1.0555617e-06,0.010048872,0,0.038062226,0.119548485,1.878351e-05
120,64,math,math_template_890,True,267,5.277218,0.5087215,2.6276207,31516,0.0091488715,0.006669818,0.72903174,1,0.16290662,0.05517476,0.0011410712
121,64,natural_language,natural_template_282,True,289,3.005752,0.28975317,0.8655291,297,0.08229577,0.021987503,0.2671766,0,0.123033054,0.23813069,0.0043977774
122,64,math,math_template_832,True,295,3.8072882,0.3670209,0.030432057,718,0.11489752,0.0013018651,0.011330663,0,0.08087275,0.30035892,0.0004326766
123,64,chat,chat_template_326,True,277,5.998273,0.57823086,2.448517,4436,0.0672031,0.003089144,0.045967285,0,0.14081825,0.0672031,0.003089144
124,64,natural_language,natural_template_750,True,377,4.5556765,0.4391652,2.9356616,31016,0.009672276,0.00015340616,0.0158604,0,0.302947,0.116005614,0.0597505
125,64,natural_language,natural_template_909,True,293,5.7854004,0.55771005,2.9073303,315,0.00019354033,1.5594453e-05,0.08057469,0,0.19592786,0.114944495,0.0016800902
126,64,natural_language,natural_template_200,True,377,4.5556765,0.4391652,2.9356616,30832,0.07373765,0.1478839,1.0,1,0.302947,0.116005614,0.0597505
127,64,chat,chat_template_1136,True,258,2.676941,0.25805593,0.047890685,31050,0.09939662,1.1124091e-05,0.00011191618,0,0.022460742,0.47419477,0.00018451059
128,64,math,math_template_754,True,266,2.6175601,0.25233164,0.7753589,234,0.009704804,2.8519964e-06,0.0002938747,0,0.60243565,0.58650637,0.7245686
129,64,natural_language,natural_template_827,True,290,3.8885548,0.37485498,2.4613795,408,0.11011678,0.0028707243,0.026069816,0,0.26623,0.23130308,0.0029159316
130,64,json_config,json_config_template_1300,True,283,3.7488742,0.36138982,1.1422453,29945,0.04889867,0.29426125,1.0,1,0.24407218,0.21575105,0.00064369384
131,64,json_config,json_config_template_75,True,367,2.9787664,0.28715178,1.0620952,29933,0.46037373,0.8002369,1.0,1,0.5574203,0.46037373,0.8002369
132,64,natural_language,natural_template_1163,True,289,2.9932554,0.2885485,1.0748248,297,0.08727047,0.02175444,0.24927607,0,0.13866979,0.23354787,0.0009861646
133,64,code,code_template_1543,True,371,4.0129585,0.38684744,1.0525233,29899,0.38208008,7.426438e-05,0.00019436864,0,0.0037824018,0.38208008,7.426438e-05
134,64,json_config,json_config_template_299,True,273,1.5086415,0.14543238,0.02015823,29955,0.64699566,0.99818987,1.0,1,0.6486522,0.64699566,0.99818987
135,64,chat,chat_template_393,True,273,4.370121,0.42127773,2.0667753,674,0.11986075,0.3751023,1.0,1,0.2650488,0.27011037,0.03055066
136,64,natural_language,natural_template_1334,True,290,3.9666395,0.3823823,2.418838,1728,0.002530736,3.2168784e-05,0.012711237,0,0.20936045,0.22166482,0.0010820597
137,64,chat,chat_template_1653,True,272,3.7731678,0.3637317,1.9350733,372,0.22767007,0.336302,1.0,1,0.5018575,0.23125534,0.15885784
138,64,natural_language,natural_template_361,True,290,3.843658,0.37052694,2.4382772,408,0.12446427,0.0019333471,0.0155333495,0,0.24346355,0.22188157,0.0022959064
139,64,math,math_template_1233,True,268,4.5924277,0.44270802,0.67485034,718,0.00043284666,5.144397e-07,0.0011885033,0,0.038062226,0.119548485,1.878351e-05
140,64,math,math_template_1810,True,266,2.6124,0.2518342,0.78308856,30513,0.006174656,8.4413614e-07,0.00013670982,0,0.6031964,0.58706796,0.71845293
141,64,math,math_template_531,True,280,1.2917063,0.12451992,0.2902242,2133,0.7155221,0.0031985615,0.0044702482,0,0.0511052,0.7155221,0.0031985615
142,64,chat,chat_template_715,True,272,3.5681446,0.34396756,0.98607016,278,0.2447501,0.3107925,1.0,1,0.52108085,0.2447501,0.3107925
143,64,json_config,json_config_template_1816,True,281,1.7860526,0.17217468,0.3840341,29871,0.8164596,0.95461786,1.0,1,0.82479537,0.8164596,0.95461786
144,64,code,code_template_1128,True,371,4.0129585,0.38684744,1.0525233,29898,0.007992013,5.612538e-10,7.022684e-08,0,0.0037824018,0.38208008,7.426438e-05
145,64,math,math_template_1875,True,280,1.3154783,0.12681153,0.3567227,2133,0.71126884,0.00395186,0.0055560707,0,0.060687967,0.71126884,0.00395186
146,64,chat,chat_template_285,True,269,1.8276451,0.17618418,0.21542759,304,0.5235456,0.95161813,1.0,1,0.5714805,0.5235456,0.95161813
147,64,natural_language,natural_template_849,True,290,3.8338037,0.369577,2.7982185,763,0.25306398,0.0019010374,0.0075120823,0,0.27440906,0.25306398,0.0019010374
148,64,math,math_template_1631,True,281,6.5747085,0.633799,0.75211656,1967,0.0015179875,3.6865896e-10,2.4286035e-07,0,0.004827876,0.031580556,2.6613371e-08
149,64,math,math_template_518,True,266,2.6005054,0.25068757,0.7445338,30505,0.0049101673,1.6935226e-06,0.0003449012,0,0.6059634,0.5901463,0.746316
150,64,code,code_template_680,True,406,6.210475,0.59868705,0.7920179,8173,5.089188e-05,1.3181974e-11,2.590192e-07,0,0.12383883,0.09568012,0.7192728
151,64,code,code_template_1812,True,376,6.2967114,0.60700023,0.8733913,2224,0.060950924,3.3423144e-06,5.4836157e-05,0,0.031908732,0.068261795,0.00013041556
152,64,chat,chat_template_650,True,276,3.7940428,0.36574405,0.39138398,322,0.044675205,0.00012051836,0.0026976566,0,0.058564454,0.3174614,0.00022870366
153,64,natural_language,natural_template_1738,True,257,6.8246803,0.65789616,5.79985,6216,4.2752545e-05,3.185362e-05,0.74506956,1,0.35048804,0.037930645,0.0014531132
154,64,chat,chat_template_247,True,270,4.846403,0.46719113,2.7027102,1407,0.058342665,0.011161717,0.1913131,1,0.2559124,0.15491803,0.0071504638
155,64,chat,chat_template_454,True,278,2.8607724,0.2757772,1.4272538,777,0.027777163,0.5086472,1.0,1,0.36909705,0.45181677,0.28532523
156,64,natural_language,natural_template_387,True,292,4.3204823,0.41649258,1.3399491,310,0.006129814,0.00015109354,0.02464896,0,0.25331923,0.13364615,0.009275081
157,64,chat,chat_template_1856,True,258,2.622705,0.2528276,0.02830071,31100,0.021950329,9.440869e-05,0.004301015,0,0.028133463,0.48801425,2.8793025e-05
158,64,json_config,json_config_template_1016,True,273,1.5576,0.15015195,0.022752896,29929,0.04791255,4.3911772e-05,0.00091649836,0,0.62804693,0.62621266,0.997924
159,64,json_config,json_config_template_748,True,281,1.8352748,0.17691968,0.3267259,29871,0.8135723,0.96297187,1.0,1,0.8207105,0.8135723,0.96297187
160,64,math,math_template_759,True,280,1.3204677,0.12729251,0.3359006,29886,0.00025304986,3.6794659e-06,0.014540478,0,0.056933858,0.70586574,0.0034513392
161,64,natural_language,natural_template_328,True,292,4.38706,0.42291066,1.4121883,292,0.039908074,0.0016770994,0.04202406,0,0.19597962,0.16284984,0.052994642
162,64,natural_language,natural_template_1036,True,290,3.5598106,0.34316418,2.452211,297,0.09241521,0.12704444,1.0,1,0.30561322,0.27806482,0.00303485
163,64,code,code_template_96,True,399,2.6478925,0.25525567,0.00088233256,1125,0.44079104,1.5807132e-07,3.5860828e-07,0,0.11777427,0.44079104,1.5807132e-07
164,64,math,math_template_1759,True,280,1.2788484,0.12328043,0.30587664,2133,0.71644706,0.0032610635,0.004551716,0,0.05494921,0.71644706,0.0032610635
165,64,math,math_template_1996,True,293,6.463696,0.6230975,0.99267673,16317,8.047853e-05,8.690942e-08,0.0010799081,0,0.097320676,0.04543,0.0022402385
166,64,json_config,json_config_template_81,True,367,2.9004896,0.27960593,1.0254877,29933,0.48025158,0.80764323,1.0,1,0.5727651,0.48025158,0.80764323
167,64,natural_language,natural_template_1080,True,381,3.8830068,0.37432015,3.6277373,3392,1.6536105e-06,1.5203171e-06,0.9193925,1,0.39520723,0.32368672,0.13479322
168,64,code,code_template_803,True,371,4.0129585,0.38684744,1.0525233,29899,0.38208008,7.426438e-05,0.00019436864,0,0.0037824018,0.38208008,7.426438e-05
169,64,json_config,json_config_template_818,True,274,1.036017,0.099871576,0.0036542395,29899,0.88058436,0.9996499,1.0,1,0.8809341,0.88058436,0.9996499
170,64,json_config,json_config_template_1792,True,277,1.7652705,0.17017129,0.39010388,29871,0.8192529,0.9538121,1.0,1,0.82767415,0.8192529,0.9538121
171,64,chat,chat_template_652,True,259,1.9624884,0.18918303,3.3342988,31072,0.72992533,0.013890663,0.019030252,0,0.10905279,0.72992533,0.013890663
