timestamp_utc,model_key,model_label,model_path,backend,tensor_parallel_size,dataset,dataset_purpose,repeat,batch_index,num_prompts,prompt_tokens,output_tokens,wall_s,ms_per_output_token,output_tokens_per_s,total_tokens_per_s,max_new_tokens,batch_size
2026-07-06T09:56:35,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,25,1,83,128,1.3691064603626728,10.696144221583381,93.49163392749833,154.11511530236052,128,1
2026-07-06T09:56:36,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,26,1,106,128,1.3669749088585377,10.679491475457326,93.6374173150578,171.18090352909005,128,1
2026-07-06T09:56:37,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,27,1,92,128,1.3659359738230705,10.671374795492738,93.70863821804566,161.061721937266,128,1
2026-07-06T09:56:39,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,28,1,75,128,1.3666152767837048,10.676681849872693,93.66205849918848,148.54217090105672,128,1
2026-07-06T09:56:40,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,29,1,96,128,1.3713139481842518,10.713390220189467,93.34113473394186,163.34698578439824,128,1
2026-07-06T09:56:42,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,30,1,142,128,1.3703844584524632,10.706128581659868,93.40444516172259,197.0250015130086,128,1
2026-07-06T09:56:43,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,31,1,88,128,1.3731560111045837,10.72778133675456,93.21591936012807,157.3018639202161,128,1
2026-07-06T09:56:44,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,32,1,108,128,1.367168590426445,10.681004612706602,93.62415205872631,172.61953035827665,128,1
2026-07-06T09:56:46,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,33,1,111,128,1.385343961417675,10.822999698575586,92.39582628202511,172.52033188596877,128,1
2026-07-06T09:56:47,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,34,1,106,128,1.3742342703044415,10.736205236753449,93.14277977629206,170.27664427853392,128,1
2026-07-06T09:56:48,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,35,1,129,128,1.376353107392788,10.752758651506156,92.99939042711875,186.7253385919494,128,1
2026-07-06T09:56:50,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,36,1,86,128,1.374387826770544,10.737404896644875,93.13237319684859,155.70568643848122,128,1
2026-07-06T09:56:51,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,37,1,83,128,1.3749767988920212,10.742006241343915,93.0924798899476,153.4571348185855,128,1
2026-07-06T09:56:53,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,38,1,78,128,1.3700214065611362,10.703292238758877,93.42919708188376,150.36261405365667,128,1
2026-07-06T09:56:54,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,39,1,112,128,1.3910024240612984,10.867206437978894,92.01996904238273,172.5374419544676,128,1
2026-07-06T09:56:55,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,40,1,88,128,1.3974563665688038,10.91762786381878,91.59498862514067,154.5665433049249,128,1
2026-07-06T09:56:57,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,41,1,110,128,1.3839421831071377,10.812048305524513,92.48941289774307,171.97250210674102,128,1
2026-07-06T09:56:58,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,42,1,101,128,1.379889763891697,10.780388780403882,92.76103305455516,165.95528569916507,128,1
2026-07-06T09:57:00,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,43,1,80,128,1.39491493627429,10.897772939642891,91.76186781817542,149.11303520453507,128,1
2026-07-06T09:57:01,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,44,1,85,128,1.3914901949465275,10.871017148019746,91.98771250049579,153.07330283285626,128,1
2026-07-06T09:57:02,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,45,1,118,128,1.397275224328041,10.916212690062821,91.60686296542333,176.05693976167296,128,1
2026-07-06T09:57:04,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,46,1,114,128,1.3888065740466118,10.850051359739155,92.16546234155715,174.25032723950648,128,1
2026-07-06T09:57:05,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,47,1,124,128,1.390838474035263,10.865925578400493,92.03081622313154,181.18566943929022,128,1
2026-07-06T09:57:06,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,48,1,84,128,1.3817086666822433,10.794598958455026,92.63892098712343,153.43321288492317,128,1
2026-07-06T09:57:08,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,49,1,104,128,1.3923723250627518,10.877908789552748,91.92943417216459,166.62209943704832,128,1
2026-07-06T09:57:09,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,50,1,96,128,1.3833331428468227,10.807290178490803,92.5301332234281,161.92773314099918,128,1
2026-07-06T09:57:11,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,51,1,93,128,1.3918659165501595,10.87395247304812,91.96288125026962,158.77966215866863,128,1
2026-07-06T09:57:12,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,52,1,90,128,1.378512043505907,10.769625339889899,92.85374081641203,158.14152732795174,128,1
2026-07-06T09:57:13,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,53,1,147,128,1.3825705386698246,10.801332333358005,92.58117139046605,198.9048604092044,128,1
2026-07-06T09:57:15,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,54,1,133,128,1.3795366026461124,10.777629708172753,92.78477987063268,189.19396520496193,128,1
2026-07-06T09:57:16,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,55,1,93,128,1.3701108545064926,10.703991050831974,93.42309753914401,161.30081684492833,128,1
2026-07-06T09:57:18,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,56,1,78,128,1.3664848692715168,10.675663041183725,93.67099693408076,150.75176069078623,128,1
2026-07-06T09:57:19,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,57,1,110,128,1.376161940395832,10.751265159342438,93.01230926585772,172.9447625412042,128,1
2026-07-06T09:57:20,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,58,1,85,128,1.3820751681923866,10.79746225150302,92.61435480923295,154.1160747997392,128,1
2026-07-06T09:57:22,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,59,1,131,128,1.3823441825807095,10.799563926411793,92.59633137171075,187.36288925994597,128,1
2026-07-06T09:57:23,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,60,1,106,128,1.3737182952463627,10.732174181612208,93.17776464281891,170.34060098765332,128,1
2026-07-06T09:57:24,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,61,1,116,128,1.3726650178432465,10.723945451900363,93.24926208224907,177.75640584428731,128,1
2026-07-06T09:57:26,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,62,1,77,128,1.3794626891613007,10.777052259072661,92.78975140518132,148.6085862348607,128,1
2026-07-06T09:57:27,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,gsm8k,math reasoning,0,63,1,118,128,1.3746464811265469,10.739425633801147,93.1148493502866,178.95510109508206,128,1
2026-07-06T09:57:29,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,0,1,57,128,1.374419391155243,10.737651493400335,93.13023435474958,134.602291840849,128,1
2026-07-06T09:57:30,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,1,1,55,128,1.3703946955502033,10.706208558985963,93.40374741352085,133.5381701302681,128,1
2026-07-06T09:57:31,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,2,1,55,128,1.3670431077480316,10.680024279281497,93.63274594234119,133.86556646444092,128,1
2026-07-06T09:57:33,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,3,1,56,128,1.359689760953188,10.62257625744678,94.13912178780234,135.32498756996586,128,1
2026-07-06T09:57:34,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,4,1,59,128,1.3525708504021168,10.566959768766537,94.63459896533024,138.25523442591214,128,1
2026-07-06T09:57:35,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,5,1,58,128,1.3891157805919647,10.852467035874724,92.14494701475023,133.89812613080895,128,1
2026-07-06T09:57:37,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,6,1,54,128,1.3709825463593006,10.710801143432036,93.36369769251196,132.75150765654044,128,1
2026-07-06T09:57:38,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,7,1,58,128,1.3516138978302479,10.559483576798812,94.70160095681096,137.61326389036594,128,1
2026-07-06T09:57:39,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,8,1,53,128,1.355467565357685,10.589590354356915,94.4323591883388,133.53325791476033,128,1
2026-07-06T09:57:41,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,9,1,52,128,1.36117447540164,10.634175589075312,94.03643861469796,132.238741801919,128,1
2026-07-06T09:57:42,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,10,1,59,128,1.3522465080022812,10.564425843767822,94.65729749903268,138.28839556499304,128,1
2026-07-06T09:57:44,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,11,1,61,128,1.3600687831640244,10.62553736846894,94.11288721900118,138.96356003430643,128,1
2026-07-06T09:57:45,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,12,1,56,128,1.3654624670743942,10.667675524018705,93.74113392823575,134.7528800218389,128,1
2026-07-06T09:57:46,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,13,1,53,128,1.3689091615378857,10.694602824514732,93.50510873650654,132.2220678227163,128,1
2026-07-06T09:57:48,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,14,1,58,128,1.3774266950786114,10.761146055301651,92.92690526278416,135.03440920998324,128,1
2026-07-06T09:57:49,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,15,1,81,128,1.3955970294773579,10.903101792791858,91.71701952384865,149.7566959412841,128,1
2026-07-06T09:57:50,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,16,1,61,128,1.3693322837352753,10.697908466681838,93.47621575885191,138.02347483142975,128,1
2026-07-06T09:57:52,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,17,1,60,128,1.3577135019004345,10.607136733597144,94.27614870208947,138.4680934061939,128,1
2026-07-06T09:57:53,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,18,1,68,128,1.349776741117239,10.54513078997843,94.83049759329211,145.20919943972854,128,1
2026-07-06T09:57:54,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,19,1,58,128,1.3573583364486694,10.60436200350523,94.30081693452694,137.03087460798446,128,1
2026-07-06T09:57:56,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,20,1,58,128,1.3671489842236042,10.680851439246908,93.62549471716167,136.04954701087556,128,1
2026-07-06T09:57:57,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,21,1,59,128,1.3519031517207623,10.561743372818455,94.68133855378318,138.3235180434176,128,1
2026-07-06T09:57:59,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,22,1,56,128,1.3637968823313713,10.654663143213838,93.85561857363078,134.91745169959424,128,1
2026-07-06T09:58:00,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,23,1,50,128,1.3769523575901985,10.757440293673426,92.95891705651496,129.27099403171613,128,1
2026-07-06T09:58:01,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,24,1,54,128,1.3696879260241985,10.700686922064051,93.45194446704834,132.87698353908434,128,1
2026-07-06T09:58:03,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,25,1,61,128,1.3722197003662586,10.720466409111395,93.27952365487506,137.73304664665147,128,1
2026-07-06T09:58:04,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,26,1,73,128,1.3644740507006645,10.659953521098942,93.80903941285753,147.30950720300285,128,1
2026-07-06T09:58:05,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,27,1,57,128,1.3692599944770336,10.697343706851825,93.4811507794672,135.10947573594868,128,1
2026-07-06T09:58:07,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,28,1,62,128,1.3667585663497448,10.677801299607381,93.65223906505636,139.01504236219304,128,1
2026-07-06T09:58:08,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,29,1,61,128,1.3516628630459309,10.559866117546335,94.69817030524602,139.82776709133984,128,1
2026-07-06T09:58:10,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,30,1,57,128,1.3655592016875744,10.668431263184175,93.73449341618881,135.4756350155854,128,1
2026-07-06T09:58:11,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,31,1,60,128,1.3758932687342167,10.749166161986068,93.03047184594224,136.63850552372767,128,1
2026-07-06T09:58:12,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,32,1,60,128,1.3586288020014763,10.614287515636533,94.21263542435995,138.37480827952868,128,1
2026-07-06T09:58:14,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,33,1,59,128,1.363755725324154,10.654341604094952,93.85845105770348,137.12133084211368,128,1
2026-07-06T09:58:15,qwen2.5-1.5b,Qwen2.5-1.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-1.5B-Instruct,transformers,1,mbpp,code generation,0,34,1,60,128,1.377242799848318,10.759709373814985,92.93931325260674,136.50461633976616,128,1
