sample_id,context_len,draft_entropy_nats,draft_entropy_norm,target_entropy_nats,sampled_token_id,q_sample,p_sample,alpha_sampled,accepted,exact_accept_prob,q_max,p_at_q_argmax
62,64,2.4875753,0.23980117,1.9803818,363,0.05835176,0.010511413,0.18013875,0,0.6889082,0.4625719,0.4166094
63,64,3.5405836,0.3413107,2.0340996,29892,0.09038281,0.007845891,0.08680733,0,0.512373,0.42120367,0.3961785
64,64,3.3241313,0.3204448,0.00030003174,29953,0.028648637,2.0567767e-10,7.1793176e-09,0,5.041304e-05,0.32914954,9.8181945e-06
65,64,2.3772085,0.22916186,0.000554834,418,0.5648017,0.9999536,1.0,1,0.56484795,0.5648017,0.9999536
66,64,3.0005822,0.2892548,2.2198763,29900,0.12131421,0.067959525,0.56019425,1,0.52544135,0.22664477,0.0011784792
67,64,0.14575982,0.014051183,0.0013705881,1115,0.98037213,0.99987614,1.0,1,0.980493,0.98037213,0.99987614
68,64,2.7394693,0.26408362,0.99330974,29929,0.06747174,0.037955865,0.5625446,1,0.24112478,0.17095432,0.039160714
69,64,0.8911594,0.08590738,0.40574515,29899,0.0024384158,3.5287613e-07,0.00014471532,0,0.8496737,0.8414264,0.898392
70,64,0.38483047,0.037097488,0.052484088,29871,0.9590762,0.992251,1.0,1,0.96054125,0.9590762,0.992251
71,64,6.8781214,0.66304785,0.95578367,6030,0.002625175,1.3293406e-06,0.00050638174,0,0.02344374,0.044924863,1.4097693e-05
72,64,1.612732,0.15546666,1.2559373,29941,0.12277955,0.12437483,1.0,1,0.8770857,0.47807395,0.49965847
73,64,2.7953024,0.26946592,2.3002095,29955,0.092827864,0.09070913,0.97717565,0,0.78250545,0.16165014,0.12792037
74,64,2.8594356,0.27564833,2.3169773,29896,0.084781006,0.124328025,1.0,1,0.7405397,0.19866778,0.08679495
75,64,0.42269394,0.04074751,0.064490415,29871,0.95511556,0.9901224,1.0,1,0.956989,0.95511556,0.9901224
76,64,2.5833452,0.24903335,0.0053332555,418,0.5714952,0.9994467,1.0,1,0.57204854,0.5714952,0.9994467
77,64,3.9446297,0.38026056,1.0749353,11524,0.05660755,0.06482286,1.0,1,0.53155047,0.40858698,0.78355867
78,64,7.1129,0.6856804,1.8988236,10644,0.00010621319,1.3451864e-06,0.012664965,0,0.048498746,0.013642117,3.2782405e-05
79,64,0.5266645,0.050770227,0.00061073614,29871,0.9421021,0.99995804,1.0,1,0.9421384,0.9421021,0.99995804
80,64,2.6984627,0.2601306,2.3691447,29929,0.06891248,0.07729099,1.0,1,0.76269925,0.13492407,0.07974447
81,64,2.182423,0.21038462,0.79064596,29900,0.39415246,0.057400003,0.14562893,0,0.18650556,0.39415246,0.057400003
82,64,1.8273427,0.17615503,1.6216297,29896,0.40097123,0.038617726,0.09631047,0,0.34693533,0.40097123,0.038617726
83,64,7.23908,0.69784415,0.9424633,1649,0.00010842049,3.8527955e-06,0.03553568,1,0.026572132,0.02173759,9.668471e-05
84,64,5.1676087,0.4981552,0.032881983,19839,0.0002875294,1.2132503e-11,4.2195698e-08,0,0.009478342,0.1128688,1.2243261e-09
85,64,1.5864367,0.15293181,0.011551067,376,0.80697984,0.99893075,1.0,1,0.8079091,0.80697984,0.99893075
86,64,4.8105125,0.4637313,0.2992376,31261,3.2177988e-07,6.338223e-07,1.0,1,0.050150625,0.11721633,9.91613e-05
87,64,7.1551437,0.6897527,1.9262788,18448,0.000768731,3.9999986e-07,0.0005203379,0,0.046816874,0.014168885,5.587751e-05
88,64,2.5552344,0.24632348,2.1394103,29892,0.4692239,0.011660604,0.024850832,0,0.2870446,0.4692239,0.011660604
89,64,2.9092064,0.28044623,0.2055602,29945,0.064798325,0.0002283616,0.0035241898,0,0.24680881,0.2445463,0.95252144
90,64,4.6690226,0.45009172,0.98275185,3234,0.0023876824,2.8394118e-06,0.0011891916,0,0.102587886,0.27064064,0.019911757
91,64,6.147339,0.59260076,3.6869164,1813,0.00037394694,3.4910368e-06,0.009335647,0,0.15809937,0.053268384,0.0019745373
92,64,0.5713511,0.055077996,0.11120518,29899,0.0015585623,1.5133983e-08,9.71022e-06,0,0.9160041,0.9148533,0.9782909
93,64,6.483501,0.6250066,2.360569,4036,0.009057013,0.0008911457,0.09839289,0,0.14814183,0.062868126,0.013353572
94,64,5.149186,0.4963793,0.02699193,342,0.016238676,4.7494036e-12,2.924748e-10,0,0.0070458553,0.09491871,1.2066663e-09
95,64,2.970275,0.2863332,0.009084642,508,0.030069944,8.391387e-06,0.00027906228,0,0.39688385,0.39609382,0.99919564
96,64,2.6708622,0.25746995,2.3037868,29896,0.043020226,0.09727147,1.0,1,0.7973233,0.12843467,0.11195877
97,64,1.913638,0.18447386,1.3939141,29946,0.19748208,0.03213782,0.1627379,0,0.52443343,0.24577041,0.08079447
98,64,2.490673,0.24009979,0.7141904,29871,0.025907526,1.2953492e-09,4.9998953e-08,0,0.00022091006,0.6840089,1.4812225e-07
99,64,1.3418176,0.12935063,0.3403778,29889,0.80545056,0.1066835,0.13245195,0,0.12959866,0.80545056,0.1066835
100,64,6.92172,0.66725075,3.994659,5405,0.00024876546,2.2110442e-05,0.08888067,0,0.21428773,0.016255686,0.00024717895
101,64,1.270271,0.12245356,0.11991729,418,0.8097169,4.8683716e-05,6.012437e-05,0,0.04432406,0.8097169,4.8683716e-05
102,64,1.7745864,0.17106935,1.8194548,29906,0.3396385,0.10392534,0.3059881,1,0.7146203,0.3396385,0.10392534
103,64,2.2102957,0.21307153,1.8863876,29946,0.02846932,0.03095922,1.0,1,0.46894145,0.42494172,0.0069079357
104,64,3.4326408,0.33090505,0.0069068302,16845,4.6015266e-05,4.568085e-11,9.927326e-07,0,0.17817502,0.18172017,7.640878e-06
105,64,2.695692,0.25986353,2.3252702,29945,0.084678255,0.12156245,1.0,1,0.74416935,0.13852437,0.052283354
106,64,2.3982744,0.2311926,1.1971885,29946,0.14480753,0.00052773603,0.0036443963,0,0.122525826,0.14480753,0.00052773603
107,64,3.8216548,0.36840585,0.027114198,29897,0.065361135,1.0402089e-06,1.5914791e-05,0,0.2114363,0.2093464,0.997352
108,64,7.1291647,0.68724835,2.7060275,19878,0.0029555955,1.8327439e-05,0.006200929,0,0.08419654,0.015607675,0.0003595891
109,64,2.2665954,0.2184988,0.04520473,190,0.023900528,9.700274e-06,0.00040586025,0,0.26368886,0.34040993,0.0012904922
110,64,3.0016363,0.2893564,0.006846429,29929,0.11767788,1.337721e-08,1.136765e-07,0,0.007885179,0.13650873,9.866682e-07
111,64,0.59601194,0.05745529,0.018052936,1115,0.9254454,0.99752325,1.0,1,0.9279145,0.9254454,0.99752325
112,64,3.6988125,0.3565639,0.7618162,29900,0.106033735,0.011078875,0.10448443,0,0.14930756,0.106033735,0.011078875
113,64,5.143118,0.4957943,0.02272957,391,0.08597734,7.498077e-10,8.720993e-09,0,0.0065545626,0.09895931,9.590185e-10
114,64,2.5160265,0.24254385,2.2982855,29906,0.097899996,0.10086744,1.0,1,0.67106235,0.18870719,0.09184085
115,64,1.4426583,0.13907163,1.7594957,29906,0.16374034,0.32126397,1.0,1,0.71549296,0.51229817,0.29712057
116,64,2.7762494,0.26762924,1.4183984,29941,0.09959387,0.010226675,0.10268378,0,0.13414478,0.12788107,0.008217364
117,64,7.0805097,0.682558,1.9165471,4381,0.00079840637,2.0878664e-07,0.00026150423,0,0.048066437,0.013663201,4.9227296e-05
118,64,7.1314816,0.6874717,2.0717847,16700,6.1694234e-05,3.911667e-06,0.0634041,0,0.05167926,0.0139071625,6.8261004e-05
119,64,2.9066894,0.28020358,1.7779009,29955,0.041664217,0.024935177,0.59847945,0,0.40773645,0.2149204,0.038021605
120,64,3.1384377,0.30254403,0.005965323,29946,0.076915674,1.4553018e-07,1.8920745e-06,0,0.008770164,0.1339407,1.6269233e-06
121,64,1.0184427,0.09817743,0.04011216,1115,0.8686316,0.9936748,1.0,1,0.8749402,0.8686316,0.9936748
122,64,1.7200519,0.16581224,2.2899234,29906,0.202586,0.09870467,0.48722357,1,0.51284164,0.46011525,0.09272446
123,64,4.4402375,0.42803696,0.0030552666,268,0.02580051,8.780608e-07,3.403269e-05,0,0.0002096175,0.24574651,8.41382e-05
124,64,2.564322,0.24719952,2.274631,29946,0.06615357,0.09550289,1.0,1,0.5774085,0.30351052,0.00413105
125,64,4.565264,0.44008946,1.2969234,31267,0.0016504002,5.7008558e-05,0.034542263,0,0.15537952,0.0789019,0.00040827921
126,64,5.1348505,0.49499732,2.0842328,313,0.0029837391,9.449726e-07,0.0003167075,0,0.13779625,0.17409194,0.0015809226
127,64,2.2486281,0.21676676,0.0006448952,418,0.6003075,0.99994445,1.0,1,0.60036296,0.6003075,0.99994445
